titulo,año,duracion,pais,directores,guionistas,musicos,fotografos,actores,productores,generos,nota,votos,votacion
Polar Express (El Expreso Polar) ,2004,97 min.,Estados Unidos,['Robert Zemeckis'],"['Robert Zemeckis', 'William Broyles Jr.', 'Chris Van Allsburg']",['Alan Silvestri'],"['Don Burgess', 'Robert Presley']","['Tom Hanks', 'Nona Gaye', 'Michael Jeter', 'Peter Scolari', 'Leslie Zemeckis', 'Eddie Deezen']","['Playtone', 'ImageMovers', 'Golden Mean', 'Warner Bros.', 'Castle Rock Entertainment']","['Animación', 'Aventuras', 'Fantástico', 'Infantil', 'Navidad', '3-D', 'Trenes / Metros']",5.8,17777.0,3
Cuestión de pelotas ,2004,92 min.,Estados Unidos,['Rawson Marshall Thurber'],['Rawson Marshall Thurber'],['Theodore Shapiro'],['Jerzy Zielinski'],"['Ben Stiller', 'Vince Vaughn', 'Christine Taylor', 'Jason Bateman', 'Rip Torn', 'Hank Azaria', 'William Shatner', 'Joel David Moore', 'Justin Long', 'Missi Pyle']",['20th Century Fox'],"['Comedia', 'Deporte']",4.8,15598.0,3
Mano a mano: La película (TV),2003,120 min.,Estados Unidos,['Sean McNamara'],"['Dennis Rinsler', 'Marc Warren']","['Bruce Berman', 'Mark Mothersbaugh']",['Christian Sebaldt'],"['Shia LaBeouf', 'Christy Carlson Romano', 'Donna Pescow', 'Tom Virtue', 'Nick Spano', 'Steven Anthony Lawrence', 'Tim Meadows', 'A.J. Trauth', 'Dave Coulier', 'Margo Harshman', 'Keone Young', 'Lauren Frost', 'Walker Howard', 'Josh Keaton']","['Brookwell-McNamara Entertainment', 'Disney Channel']","['Comedia', 'Familia', 'Telefilm']",3.9,32.0,3
Los ángeles de Charlie: Al límite ,2003,105 min.,Estados Unidos,['McG'],"['John August', 'Cormac Wibberley', 'Marianne Wibberley', 'John August']",['Ed Shearmur'],['Russell Carpenter'],"['Cameron Diaz', 'Drew Barrymore', 'Lucy Liu', 'Demi Moore', 'Bernie Mac', 'Justin Theroux', 'Crispin Glover', 'Robert Patrick', 'John Cleese', 'John Forsythe', 'Matt LeBlanc', 'Rodrigo Santoro', 'Shia LaBeouf', 'Luke Wilson', 'Jaclyn Smith', 'Bruce Willis', 'Mary-Kate Olsen', 'Carrie Fisher']",['Sony Pictures Entertainment (SPE)'],"['Acción', 'Aventuras', 'Comedia', 'Thriller', 'Secuela', 'Basada en una serie']",3.5,22637.0,3
El oro de Moscú ,2003,108 min.,España,['Jesús Bonilla'],['Jesús Bonilla'],['Manuel Villalta'],['Javier Salmones'],"['Jesús Bonilla', 'Santiago Segura', 'Alfredo Landa', 'Concha Velasco', 'Antonio Resines', 'Gabino Diego', 'María Barranco', 'Neus Asensi', 'Alexis Valdés', 'Juan Luis Galiardo', 'Carlos Latre', 'El Gran Wyoming', 'Florentino Fernández', 'Sancho Gracia', 'Andrés Pajares', 'Jorge Sanz', 'Bebe', 'José Luis López Vázquez', 'Carmen Vicente-Arche', 'Chiquito de la Calzada', 'Lucio Romero', 'Alberto Chaves', 'Antonio de la Torre']",['Enrique Cerezo P.C.'],['Comedia'],4.1,17597.0,3
Superagente Cody Banks ,2003,102 min.,Estados Unidos,['Harald Zwart'],"['Ashley Miller', 'Zack Stentz']",['John Powell'],['Denis Crossan'],"['Frankie Muniz', 'Hilary Duff', 'Angie Harmon', 'Keith David', 'Cynthia Stevenson', 'Arnold Vosloo', 'Ian McShane', 'Martin Donovan', 'Daniel Roebuck', 'Branden Nadon', 'Connor Widdows', 'Harry Van Gorkum', 'Eliza Norbury', 'Moneca Delain', 'Andy Thompson']","['Metro-Goldwyn-Mayer (MGM)', 'Splendid Pictures', 'Maverick Films', 'Dylan Sellers Productions', 'Madacy Entertainment']","['Acción', 'Comedia', 'Aventuras', 'Espionaje', 'Adolescencia']",3.6,6197.0,3
American Pie 3: ¡Menuda boda! ,2003,102 min.,Estados Unidos,['Jesse Dylan'],"['Adam Herz', 'Adam Herz']",['Christophe Beck'],['Lloyd Ahern II'],"['Jason Biggs', 'Seann William Scott', 'Alyson Hannigan', 'Eddie Kaye Thomas', 'Thomas Ian Nicholas', 'January Jones', 'Eugene Levy', 'Fred Willard', 'Molly Cheek', 'Deborah Rush', 'Angela Paton', 'Eric Allan Kramer', 'Amanda Swisten', 'Nikki Schieler Ziering', 'John Cho', 'Justin Isfeld', 'Jennifer Coolidge']",['Universal Pictures'],"['Comedia', 'Adolescencia', 'Comedia juvenil', 'Secuela', 'Bodas']",5.1,29350.0,3
Este cuerpo no es el mío ,2002,104 min.,Estados Unidos,['Tom Brady'],"['Tom Brady', 'Rob Schneider']",['John Debney'],['Tim Suhrstedt'],"['Rob Schneider', 'Anna Faris', 'Rachel McAdams', 'Matthew Lawrence', 'Eric Christian Olsen', 'Adam Sandler', 'Robert Davi', ""Michael O'Keefe"", 'Alexandra Holden', 'Melora Hardin', 'Ashlee Simpson', 'Tia Mowry-Hardrict', 'Tamera Mowry-Housley', 'Berglind Icey', 'Carmit Bachar', 'Kimberly Green', 'Sandra McCoy', 'Shazia', 'Jenna Dewan', 'Jodi Long', 'Nadine Ellis', 'Fay Hauser', 'Maritza Murray', 'Sam Doumit', 'Katie Lohmann', 'Ashlee Simpson']",['Touchstone Pictures'],"['Comedia', 'Fantástico', 'Adolescencia', 'Comedia juvenil']",4.1,20014.0,3
Resident Evil ,2002,96 min.,Reino Unido,['Paul W.S. Anderson'],"['Paul W.S. Anderson', 'Capcom']","['Marco Beltrami', 'Marilyn Manson']",['David Johnson'],"['Milla Jovovich', 'Michelle Rodriguez', 'Eric Mabius', 'James Purefoy', 'Pasquale Aleardi', 'Stephen Billington', 'Anna Bolt', 'Colin Salmon', 'Marisol Nichols', 'Heike Makatsch', 'Joseph May']","['Constantin Film', 'Davis Films', 'Impact Pictures', 'New Legacy']","['Terror', 'Ciencia ficción', 'Acción', 'Zombis', 'Videojuego']",5.8,37159.0,3
Cabin Fever ,2002,94 min.,Estados Unidos,['Eli Roth'],"['Eli Roth', 'Randy Pearlstein', 'Eli Roth']","['Nathan Barr', 'Angelo Badalamenti']",['Scott Kevan'],"['Rider Strong', 'Jordan Ladd', 'Joey Kern', 'Cerina Vincent', 'James DeBello', 'Eli Roth', 'Arie Verveen', 'Giuseppe Andrews', 'Christy Ward', 'Michael Harding', 'Julie Childress', 'Tim Parati', 'Robert Harris', 'Richard Fullerton', 'Darcy Martin']",['Lionsgate'],"['Terror', 'Gore', 'Comedia de terror', 'Pandemias']",4.7,6151.0,3
La cosa más dulce ,2002,85 min.,Estados Unidos,['Roger Kumble'],['Nancy Pimental'],['Ed Shearmur'],['Anthony B. Richmond'],"['Cameron Diaz', 'Christina Applegate', 'Thomas Jane', 'Selma Blair', 'Parker Posey', 'Jason Bateman', 'Frank Grillo', 'Eddie McClintock', 'Chelsea Bond', 'Hellena Taylor']","['Columbia Pictures', 'Konrad Pictures']","['Romance', 'Comedia', 'Comedia romántica']",4.4,18891.0,3
Spy Kids ,2001,88 min.,Estados Unidos,['Robert Rodriguez'],['Robert Rodriguez'],"['Danny Elfman', 'John Debney', 'Harry Gregson-Williams', 'Los Lobos', 'Robert Rodriguez']",['Guillermo Navarro'],"['Antonio Banderas', 'Carla Gugino', 'Alexa PenaVega', 'Daryl Sabara', 'Alan Cumming', 'Tony Shalhoub', 'Teri Hatcher', 'George Clooney', 'Robert Patrick', 'Cheech Marin', 'Danny Trejo', 'Mike Judge', 'Richard Linklater', 'Guillermo Navarro', 'Johnny Reno', 'Shannon Shea', 'Norman Cabrera', 'Trant Batey', 'Jeffrey J. Dashnaw', 'Ermahn Ospina', 'Evan Sabara', 'Rachel Duhame', 'Louis Black', 'Charles Ramirez-Berg', 'Dick Clark', 'Julio Villarreal', 'Patricia Vonne', 'Angela Lanza']","['Troublemaker Studios', 'Dimension Films']","['Comedia', 'Infantil', 'Acción', 'Espionaje', 'Cine familiar']",3.8,16790.0,3
"Marcelino, pan y vino (Serie de TV)",2001,24 min.,España,"['Santiago Moro', 'Xavier Picard']","['Franck Salomé', 'Joanes Urkixo', 'José María Sánchez Silva']",['Josep Maria Bardagí'],"['Nippon Animation', 'PMMP', 'TF1', 'Viptoons', 'Estudios Moro']",[],"['Nippon Animation', 'PMMP', 'TF1', 'Viptoons', 'Estudios Moro']","['Serie de TV', 'Animación', 'Infantil']",3.6,924.0,3
American Pie 2 ,2001,104 min.,Estados Unidos,['J.B. Rogers'],"['Adam Herz', 'David H. Steinberg', 'Adam Herz']",['David Lawrence'],['Mark Irwin'],"['Jason Biggs', 'Seann William Scott', 'Chris Klein', 'Alyson Hannigan', 'Eddie Kaye Thomas', 'Thomas Ian Nicholas', 'Natasha Lyonne', 'Shannon Elizabeth', 'Tara Reid', 'Mena Suvari', 'Eugene Levy', 'Chris Owen', 'John Cho', 'Denise Faye', 'Lisa Arturo', 'Justin Isfeld', 'Casey Affleck', 'Jennifer Coolidge']",['Universal Pictures'],"['Comedia', 'Adolescencia', 'Comedia juvenil', 'Secuela']",5.5,34378.0,3
Scary Movie 2 ,2001,83 min.,Estados Unidos,['Keenen Ivory Wayans'],"['Shawn Wayans', 'Marlon Wayans', 'Alyson Fouse', 'Greg Grabianski', 'Dave Polsky', 'Michael Anthony Snowden', 'Craig Wayans']",['Mark McGrath'],['Steven Bernstein'],"['Anna Faris', 'Marlon Wayans', 'Chris Elliott', 'Christopher Masterson', 'David Cross', 'Shawn Wayans', 'Regina Hall', 'Tim Curry', 'Kathleen Robertson', 'James Woods', 'Tori Spelling', 'Veronica Cartwright', 'Andy Richter', 'Natasha Lyonne']","['Dimension Films', 'Wayans Bros. Entertainment']","['Comedia', 'Terror', 'Comedia de terror', 'Comedia absurda', 'Parodia', 'Posesiones / Exorcismos', 'Casas encantadas', 'Secuela']",4.5,27495.0,3
Amor ciego ,2001,114 min.,Estados Unidos,"['Peter Farrelly', 'Bobby Farrelly']","['Peter Farrelly', 'Bobby Farrelly', 'Sean Moynihan']",['Ivy'],['Russell Carpenter'],"['Jack Black', 'Gwyneth Paltrow', 'Jason Alexander', 'Joe Viterelli', 'Rene Kirby', 'Bruce McGill', 'Tony Robbins', 'Susan Ward', 'Zen Gesner', 'Brooke Burns', 'Rob Moran', ""Joshua 'Li'iBoy' Shintani"", 'Kyle Gass', 'Bonnie Aarons']",['20th Century Fox'],"['Comedia', 'Romance', 'Comedia romántica']",5.0,27669.0,3
Rejected (C),2000,9 min.,Estados Unidos,['Don Hertzfeldt'],['Don Hertzfeldt'],['Ludwig van Beethoven'],['Bitter Films'],[],['Bitter Films'],"['Animación', 'Comedia', 'Fantástico', 'Comedia absurda', 'Comedia negra', 'Sátira', 'Surrealismo', 'Animación para adultos', 'Película de culto', 'Cortometraje (animación)']",6.4,1990.0,3
El Grinch ,2000,105 min.,Estados Unidos,['Ron Howard'],"['Jeffrey Price', 'Peter S. Seaman', 'Dr. Seuss']",['James Horner'],['Donald Peterman'],"['Jim Carrey', 'Rachel Bailit', 'Jeffrey Tambor', 'Christine Baranski', 'Taylor Momsen', 'Bill Irwin', 'Molly Shannon', 'Jeremy Howard', 'T.J. Thyne', 'Lacey Kohl', 'Nadja Pionilla', 'Clint Howard', 'Bryce Dallas Howard', 'Jim Meskimen', 'John Alexander']","['Imagine Entertainment', 'Universal Pictures']","['Comedia', 'Fantástico', 'Infantil', 'Navidad', 'Cine familiar', 'Cuentos']",4.4,20880.0,3
Los ángeles de Charlie ,2000,98 min.,Estados Unidos,['McG'],"['Bryan Rowe', 'Ed Solomon', 'John August', 'Ben Roberts', 'Ivan Goff', 'Ivan Goff', 'Ben Roberts']",['Ed Shearmur'],['Russell Carpenter'],"['Cameron Diaz', 'Drew Barrymore', 'Lucy Liu', 'Bill Murray', 'Sam Rockwell', 'Tim Curry', 'Kelly Lynch', 'Crispin Glover', 'Luke Wilson', 'John Forsythe', 'Matt LeBlanc', 'Tom Green', 'LL Cool J', 'Melissa McCarthy', 'Alex Trebek', 'Sean Whalen', 'Raliegh Wilson', 'Guy Oseary', 'Mark Ryan', 'Reginald C. Hayes', 'Matthew Frauman', 'Ned Bellamy', 'Bob Stephenson', 'Michael Barryte', 'Jim Calloway']","['Columbia Pictures', 'Tall Trees', 'Global Entertainment Productions GmbH & Company Medien KG', 'Flower Films', 'Columbia Pictures']","['Acción', 'Aventuras', 'Comedia', 'Thriller', 'Basada en una serie']",3.9,32265.0,3
Deep Blue Sea ,1999,105 min.,Estados Unidos,['Renny Harlin'],"['Duncan Kennedy', 'Donna Powers', 'Wayne Powers']",['Trevor Rabin'],['Stephen F. Windon'],"['Thomas Jane', 'Saffron Burrows', 'Samuel L. Jackson', 'LL Cool J', 'Jacqueline McKenzie', 'Michael Rapaport', 'Stellan Skarsgård', 'Cristos']","['Warner Bros.', 'Village Roadshow', 'Groucho Film Partnership']","['Terror', 'Acción', 'Ciencia ficción', 'Animales', 'Tiburones']",4.4,21830.0,3
Out of Sight (Un romance muy peligroso) ,1998,123 min.,Estados Unidos,['Steven Soderbergh'],"['Scott Frank', 'Elmore Leonard']",['David Holmes'],['Elliot Davis'],"['George Clooney', 'Jennifer Lopez', 'Ving Rhames', 'Don Cheadle', 'Dennis Farina', 'Albert Brooks', 'Michael Keaton', 'Catherine Keener', 'Isaiah Washington', 'Steve Zahn', 'Nancy Allen', 'Luis Guzmán', 'Samuel L. Jackson', 'Jim Robinson', 'Mike Malone', 'Donna Frenzel', 'Manny Suárez', 'Keith Hudson', 'Paul Soileau', 'Scott Allen', 'Susan Hatfield', 'James Black', 'Wendell B. Harris Jr.', 'Chuck Castleberry', 'Chic Daniel', 'Connie Sawyer', 'Philip Perlman', 'Keith Loneker', 'Paul Calderon', 'Viola Davis', 'Mark Brown', 'Joe Hess', 'Betsy Monroe', 'Wayne Pére', 'Joe Chrest', 'Joe Coyle']","['Jersey Films', 'Universal Pictures']","['Thriller', 'Romance', 'Drama', 'Crimen', 'Robos & Atracos']",5.3,8905.0,3
Los idiotas ,1998,117 min.,Dinamarca,['Lars von Trier'],['Lars von Trier'],['Jan Schut'],"['Bodil Jørgensen', 'Jens Albinus', 'Troels Lyby', 'Nikolaj Lie Kaas', 'Anne Louise Hassing', 'Louise Mieritz', 'Henrik Prip', 'Luis Mesonero', 'Knud Romer Jorgensen', 'Trine Michelsen', 'Anne-Grethe Bajrup Riis']","['Bodil Jørgensen', 'Jens Albinus', 'Troels Lyby', 'Nikolaj Lie Kaas', 'Anne Louise Hassing', 'Louise Mieritz', 'Henrik Prip', 'Luis Mesonero', 'Knud Romer Jorgensen', 'Trine Michelsen', 'Anne-Grethe Bajrup Riis']","['Zentropa Productions', 'VPRO Television', 'arte', 'La Sept Cinéma', 'Argos Film Produktie', 'Liberator Production']","['Drama', 'Dogma', 'Película de culto']",6.6,23948.0,3
"Babe, el cerdito en la ciudad ",1998,97 min.,Australia,['George Miller'],"['George Miller', 'Judy Morris', 'Mark Lamprell']",['Nigel Westlake'],['Andrew Lesnie'],"['James Cromwell', 'Magda Szubanski', 'Mickey Rooney', 'Mary Stein', 'Paul Livingston', 'Kim Story', 'Richard Carter', 'Gabby Millgate', 'Peter Callan']","['Universal Pictures', 'Kennedy Miller Productions']","['Comedia', 'Drama', 'Infantil', 'Cine familiar', 'Animales', 'Vida rural', 'Secuela']",4.6,9989.0,3
Los chicos del maíz V: Campos de terror ,1998,98 min.,Estados Unidos,['Ethan Wiley'],"['Ethan Wiley', 'Stephen King']",['Paul Rabjohns'],['David Lewis'],"['Stacy Galina', 'Alexis Arquette', 'Ahmet Zappa', 'Greg Vaughan', 'Adam Wylie', 'Fred Williamson', 'David Carradine', 'Eva Mendes', 'Angela Jones']","['Dimension Films', 'Blue Rider Pictures']","['Terror', 'Secuela']",3.4,663.0,3
Las Supernenas (Serie de TV),1998,25 min.,Estados Unidos,"['Craig McCracken', 'Craig McCracken', 'John McIntyre', 'Randy Myers', 'Lauren Faust', 'Genndy Tartakovsky', 'Robert Alvarez', 'Rob Renzetti', 'Chris Savino', 'Brian Larsen']","['Craig McCracken', 'Amy Keating Rogers', 'Chris Savino', 'John McIntyre', 'Lauren Faust', 'Craig Lewis', 'Cindy Morrow', 'Chris Reccardi', 'Jason Butler Rote', 'Randy Myers', 'Michael Ryan', 'Nate Cash', 'Thurop Van Orman', 'Brian Larsen', 'David P. Smith', 'Justin Thompson', 'Bryan Andrews', 'Mike Kim', 'Dave Dunnet', 'Carey Yost', ""Mark O'Hare"", 'Dayla Kennedy', 'Zeke Kamm', 'Rob Renzetti', 'Kevin Kaliher', 'Charlie Bean', 'Chris Mitchell', 'Alex Almaguer', 'Bobby London', 'Steve Fonti', 'Don Shank', 'Mike Stern', 'Mark Andrews', 'Sean Carolan', 'Shellie Kvilvang', 'Jennifer Moore', 'Lynne Naylor', 'Paul Rudish', 'Genndy Tartakovsky', 'Mike Bell', 'Greg Colton', 'Paul McEvoy', 'Ken Allen', 'David Mucci Fassett', 'Tim Parsons', 'Craig Strong', 'Tara Strong', 'Jono Woward', 'Michael Haigney']","['Jennifer Kes Remington', 'Steve Rucker', 'James L. Venable', 'Thomas Chase', 'David P. Smith']","['Hanna-Barbera Productions', 'CCTV', 'Rough Draft Studios', 'Image Production House', 'Cartoon Network']",[],"['Hanna-Barbera Productions', 'CCTV', 'Rough Draft Studios', 'Image Production House', 'Cartoon Network']","['Serie de TV', 'Animación', 'Acción', 'Aventuras', 'Fantástico', 'Comedia', 'Parodia', 'Superhéroes']",4.8,21761.0,3
Vaca y Pollo (Serie de TV),1997,25 min.,Estados Unidos,"['David Feiss', 'David Feiss', 'Robert Alvarez', 'Robin Steele', 'Deane Taylor', 'John McIntyre']","['David Feiss', 'Michael Ryan', 'Bill Burnett', 'Sam Kieth', 'Steve Marmel', 'Richard Pursel', 'Seth MacFarlane', 'Victor Ortado', 'Maxwell Atoms', 'Pilar Menendez', 'Gordon Coulthart']","['Bill Fulton', 'Guy Moon']","['Cartoon Network', 'Hanna-Barbera Productions']",[],"['Cartoon Network', 'Hanna-Barbera Productions']","['Serie de TV', 'Animación', 'Comedia', 'Comedia absurda']",5.6,21484.0,3
Un ángel en mi equipo (TV),1997,88 min.,Estados Unidos,['Gary Nadeau'],"['Alan Eisenstock', 'Larry Mintz']",['Frédéric Talgorn'],['Ron Orieux'],"['Christopher Lloyd', 'Paul Dooley', 'Matthew Lawrence', 'David Gallagher', 'Lynda Boyd', 'Allan Zinyk', 'Ken Kirzinger']","['Walt Disney Television', 'Arts & Leisure Corporation', 'Endzone Productions']","['Comedia', 'Fantástico', 'Fantasmas', 'Deporte', 'Fútbol americano', 'Telefilm']",3.7,356.0,3
Horizonte Final ,1997,96 min.,Reino Unido,['Paul W.S. Anderson'],['Philip Eisner'],['Michael Kamen'],['Adrian Biddle'],"['Laurence Fishburne', 'Sam Neill', 'Kathleen Quinlan', 'Joely Richardson', 'Jason Isaacs', 'Peter Marinker', 'Jack Noseworthy', 'Richard T. Jones', 'Sean Pertwee', 'Holley Chant', 'Noah Huntley', 'Emily Booth', 'Robert Jezek', 'Barclay Wright']",['Paramount Pictures'],"['Ciencia ficción', 'Terror', 'Aventura espacial']",5.9,16535.0,3
Johnny Bravo (Serie de TV),1997,25 min.,Estados Unidos,"['Van Partible', 'Kirk Tingblad', 'Russell Calabrese', 'Robert Alvarez', 'John McIntyre', 'Rumen Petkov', 'James T. Walker', 'Nathan Chew', 'David Schwartz', 'Dave Brain', 'Kevin Petrilak', 'Butch Hartman', 'Van Partible']","['Van Partible', 'Butch Hartman', 'Steve Marmel', 'Seth MacFarlane', 'Robert C. Ramirez', 'Adam Pava', 'Gene Grillo', 'Jed Spingarn', 'John Crane', 'Craig Bartlett', 'Paul Kozlowski', 'Michael Ryan', 'Amy Keating Rogers', 'Craig Lewis', 'Wendell Morris', 'Kirk Tingblad', 'Joseph Barbera', 'Russell Calabrese', 'David Schwartz', 'Lynell Forestall', 'Tammy List']","['Christopher Neal Nelson', 'Louis Fagenson']","['Hanna-Barbera Productions', 'Cartoon Network', 'Cartoon Network']",[],"['Hanna-Barbera Productions', 'Cartoon Network', 'Cartoon Network']","['Serie de TV', 'Animación', 'Comedia']",5.3,5370.0,3
Crash ,1996,100 min.,Canadá,['David Cronenberg'],"['David Cronenberg', 'J.G. Ballard']",['Howard Shore'],['Peter Suschitzky'],"['James Spader', 'Holly Hunter', 'Elias Koteas', 'Deborah Kara Unger', 'Rosanna Arquette', 'Peter MacNeill', 'Yolande Julian', 'Cheryl Swarts', 'Judah Katz', 'Nicky Guadagni', 'Ronn Sarosiak', 'Boyd Banks', 'Markus Parilo', 'Alice Poon', 'John Stoneham Jr.']","['Alliance Communications Corporation', 'Recorded Picture Company (RPC)', 'The Movie Network (TMN)', 'Téléfilm Canada', 'David Cronenberg']","['Drama', 'Thriller', 'Película de culto', 'Coches/Automovilismo', 'Erótico']",6.5,25476.0,3
El laboratorio de Dexter (Serie de TV),1996,25 min.,Estados Unidos,"['Genndy Tartakovsky', 'Genndy Tartakovsky', 'Rob Renzetti', 'John McIntyre', 'Chris Savino', 'Robert Alvarez', 'Rumen Petkov', 'Paul Rudish', 'Craig McCracken', 'David P. Smith', 'James T. Walker']","['Genndy Tartakovsky', 'Jason Butler Rote', 'Amy Keating Rogers', 'Clay Morrow', 'Chris Savino', 'Walt Dohrn', 'John McIntyre', 'David P. Smith', ""Mark O'Hare"", 'Zeke Kamm', 'Kevin Kaliher', 'Michael Ryan', 'Charlie Bean', 'Seth MacFarlane', 'Dayla Kennedy', 'Carlos Ramos', 'Chris Reccardi', 'Aaron Springer']","['Gary Lionelli', 'Thomas Chase', 'Steve Rucker', 'James L. Venable']","['Cartoon Network', 'YTV', 'Hanna-Barbera Productions', 'Rough Draft Studios', 'Cartoon Network']",[],"['Cartoon Network', 'YTV', 'Hanna-Barbera Productions', 'Rough Draft Studios', 'Cartoon Network']","['Serie de TV', 'Animación', 'Comedia', 'Ciencia ficción']",5.8,19273.0,3
Johnny Mnemonic ,1995,96 min.,Estados Unidos,['Robert Longo'],"['William Gibson', 'William Gibson']","['Mychael Danna', 'Brad Fiedel']",['François Protat'],"['Keanu Reeves', 'Dina Meyer', 'Ice-T', 'Takeshi Kitano', 'Dolph Lundgren', 'Udo Kier', 'Barbara Sukowa', 'Denis Akiyama', 'Henry Rollins', 'Tracy Tweed', 'Falconer Abraham', 'Don Francks', 'Diego Chambers', 'Sherry Miller', 'Arthur Eng', 'Von Flores', 'Gene Mack', 'Jamie Elman', 'Simon Sinn', ""Douglas O'Keeffe"", 'Paul Brogren', 'Michael A. Miranda', 'Coyote Shivers', 'Lynne Adams', 'Michael Scherer']","['TriStar Pictures', 'Alliance Communications Corporation', 'Peter Hoffman']","['Ciencia ficción', 'Acción', 'Cyberpunk', 'Yakuza & Triada']",5.0,10191.0,3
Los Picapiedra ,1994,105 min.,Estados Unidos,['Brian Levant'],"['Steven E. de Souza', 'Tom S. Parker', 'Jim Jennewein', 'William Hanna', 'Joseph Barbera']",['David Newman'],['Dean Cundey'],"['John Goodman', 'Elizabeth Perkins', 'Rick Moranis', ""Rosie O'Donnell"", 'Kyle MacLachlan', 'Elizabeth Taylor', 'Halle Berry', 'Richard Moll']",['Universal Pictures'],"['Comedia', 'Infantil', 'Aventuras', 'Cine familiar', 'Prehistoria', 'Dinosaurios']",4.3,24254.0,3
Asesinos natos ,1994,120 min.,Estados Unidos,['Oliver Stone'],"['David Veloz', 'Richard Rutowski', 'Oliver Stone', 'Quentin Tarantino']",['Varios'],['Robert Richardson'],"['Woody Harrelson', 'Juliette Lewis', 'Tom Sizemore', 'Rodney Dangerfield', 'Everett Quinton', 'Jared Harris', 'Pruitt Taylor Vince', 'Tommy Lee Jones', 'Robert Downey Jr.', 'Russell Means', 'Evan Handler']","['Warner Bros.', 'Regency Enterprises', 'Alcor Films']","['Thriller', 'Acción', 'Romance', 'Crimen', 'Road Movie', 'Sátira', 'Asesinos en serie', 'Película de culto']",6.6,48133.0,3
Beethoven 2: la familia crece ,1993,86 min.,Estados Unidos,['Rod Daniel'],['Len Blum'],['Randy Edelman'],['Bill Butler'],"['Charles Grodin', 'Bonnie Hunt', 'Nicholle Tom', 'Chris Penn', 'Sarah Rose Karr', 'Christopher Castile', 'Debi Mazar', 'Danny Masterson', 'Maury Chaykin', 'Ashley Hamilton']","['Universal Pictures', 'Northern Lights Entertainment']","['Comedia', 'Cine familiar', 'Animales', 'Perros/Lobos', 'Secuela']",3.5,9249.0,3
Walker Texas Ranger (Serie de TV),1993,60 min.,Estados Unidos,"['Christopher Canaan', 'Leslie Greif', 'Paul Haggis', 'Albert S. Ruddy', 'Michael Preece', 'Tony Mordente', 'Jerry Jameson', 'Eric Norris', 'Christian I. Nyby II', 'Joe Coppoletta', 'Mike Norris', 'Aaron Norris', 'Alexander Singer', 'Karl Kases', 'Rich Thorne', 'João Fernandes', 'Michael Vejar', 'James Darren', 'William A. Fraker', 'Vern Gillum', 'Andrew Stevens', 'Virgil W. Vogel', 'Lee H. Katzin', 'Chuck Bowman', 'Gregg Champion', 'Clarence Gilyard Jr.', 'Garry A. Brown']","['Christopher Canaan', 'Leslie Greif', 'Paul Haggis', 'Albert S. Ruddy', 'Gordon T. Dawson', 'Nicholas Corea', 'Bob Gookin', 'John Lansing', 'Bruce Cervi', 'Rick Husky', 'Harold Apter']","['Christopher L. Stone', 'Kevin Kiner', 'Christopher Franke', 'Ron Ramin', 'Velton Ray Bunch', 'Jerrold Immel', 'Richard Band', 'Jeff Sturges']","['Frank E. Johnson', 'Karl Kases', 'Rick Anderson', 'Robert C. Horne', 'Frank Raymond', 'Fernando Arguelles', 'João Fernandes']","['Chuck Norris', 'Clarence Gilyard Jr.', 'Sheree J. Wilson', 'Noble Willingham', 'Nia Peeples', 'Judson Mills', ""Floyd 'Red Crow' Westerman"", 'Michael Bendall', 'Jackson Burns', 'Marco Sanchez', 'Robert Wall', 'Jack Martin', 'Cynthia Dorn', 'Carey Scott', 'James Wlcek', 'Grayson Jim Helms', 'Todd Terry', 'Stephanie Carney', 'Lou Hancock', 'Vanessa Paul', 'Marshall R. Teague', 'Mike Norris', 'Ken Greaves', 'Richard Norton', 'Curtis Lupo', 'Brad Leland', 'Blue Deckert']","['CBS Productions', 'Columbia TriStar Television', 'Cannon Television', 'Amadea Film Productions', 'Norris Brothers Entertainment']","['Serie de TV', 'Acción', 'Policíaco']",2.9,14345.0,3
El ejército de las tinieblas ,1992,83 min.,Estados Unidos,['Sam Raimi'],"['Sam Raimi', 'Ivan Raimi']","['Joseph LoDuca', 'Danny Elfman']",['Bill Pope'],"['Bruce Campbell', 'Embeth Davidtz', 'Marcus Gilbert', 'Ian Abercrombie', 'Richard Grove', 'Timothy Patrick Quill', 'Michael Earl Reid', 'Bridget Fonda', 'Patricia Tallman', 'Ted Raimi']","['Dino de Laurentiis', 'Renaissance Pictures', 'Universal Pictures']","['Aventuras', 'Fantástico', 'Terror', 'Comedia', 'Acción', 'Secuela', 'Viajes en el tiempo', 'Siglo XIII', 'Edad Media', 'Posesiones / Exorcismos', 'Comedia de terror', 'Película de culto']",6.7,21782.0,3
